"Location_Name","Map_ID","X_coord","Y_coord","Z_coord"
"Dire Maul",429,254.588,-24.7395,-1.56062
"Dun Morogh",0,-5660.33,755.299,390.605
"Durotar",1,341.42,-4684.7,31.9493
"Duskwood",0,-10517,-1158.39,40.0542
"Dustwallow Marsh",1,-3463.26,-4123.13,18.1043
"Elwynn Forest",0,-9465.58,16.8472,66.921
"Exodar",530,-4014.08,-11895.8,-0.99324
"Felwood",1,5483.9,-749.881,335.621
"Feralas",1,-4458.93,243.415,65.6136
"Feralas Coast",1,-4522.22,2038.54,51.1436
"Ghostlands",530,7880,-6193,22
"Gnomeregan",0,-5189.22,524.796,389.107
"Gnomeregan Train Depot",0,-4858.27,756.435,245.923
"Gruul's Lair",530,3606.85,5260.49,4.1724
"Hall Of Legends",1,1639.22,-4238.83,57.166
"Hellfire Peninsula",530,-247.451,940.898,85.3784
"Hyjal",1,4674.88,-3638.37,966.264
"Hyjal Cool Ancient Statue",1,4491.35,-3201.77,1027.57
"Hyjal Plains Unifinished Location",1,5300.18,-2292.83,945.186
"Ironforge",0,-4981.25,-881.542,502.66
"karazhan",532,-11106.9,-2001.8,49.8913
"Karazhan Entrance",532,-11106.5,-2001.64,50.8927
"Loch Modan",0,-4939.1,-3423.74,306.595
"Maraudon",349,419.84,11.3365,-131.079
"Molten Core",409,1115.22,-462.959,-94.0148
"Moonglade",1,7999.68,-2670.2,512.2
"Mulgore",1,-1840.75,-456.561,-7.845
"Mulgore Mine",1,-1915.66,-1107.44,88.572
"Nagrand",530,-526,8440,48
"Naxxramas",533,3005.87,-3435.01,294.882
"Netherstorm",530,2280.68,2520.75,116.278
"North Coast",0,2955.79,99.8215,4.32947
"North Sea",530,8481,-5565,2
"Onyxia's Lair",249,29.4548,-68.9609,-5.98402
"Orgrimmar",1,1502.71,-4415.42,22.5512
"Outside Hyjal Cave",1,4817,-1742,1169
"Ragefire Chasm",389,1.7849,-14.3685,-16.5533
"Razorfen Downs",129,2591.99,1101.25,52.8593
"Razorfen Kraul",1,-4464.92,-1666.24,91
"Razorfen Kraul Entrance",47,1941.79,1543.69,82.6615
"Redridge Mountains",0,-9219.37,-2149.94,71.606
"Ruins Of Lordaeron",0,1801.58,237.355,63.7537
"Scarlet Monastery",0,2843.57,-692.134,140.33
"Scarlet Monastery Entrance",189,269.191,-211.791,20.201
"Scholomance",289,199.427,126.464,135.912
"Searing Gorge",0,-7176.63,-937.667,171.206
"Shadowfang Keep",0,-202.557,1666.88,80.7641
"Shadowmoon Valley",530,-2848,3190,9
"Silverpine Forest",0,511.536,1638.63,121.417
"Stonetalon Mountains",1,1145.85,664.812,143
"Stranglethorn Vale",0,-11634.8,-54.0697,14.4439
"Stratholme",0,3176.63,-4039.28,106.464
"Tanaris",1,-7373.69,-2950.2,11.7598
"Teldrassil",1,10708.8,762.092,1322.37
"Tempest Keep",530,3102.07,1523.94,202.859
"Temple Of Atal'Hakkar",0,-10429.4,-3828.84,-30.63
"Terokkar Forest",530,-1177,5336,31
"theexodar",530,-4014.31,-11896.7,-2.01595
"Thousand Needles",1,-4932.53,-1596.05,85.8157
"Tirisfal Glades",0,2019.35,1904.36,106.144
"Uldaman",70,-228.193,46.1602,-45.0186
"Undercity",0,1831.26,238.53,61.52
"Undercity Apothecarium",0,1410.31,430.512,-79.3588
"Undercity Caves",0,1614.68,643.289,38.0547
"Undercity Magic",0,1786.82,47.9279,-28.1457
"Undercity Rogues",0,1466.11,49.6445,-61.2932
"Undercity Trade",0,1586.48,239.562,-51.149
"Undercity War",0,1658.95,303.76,-41.6923
"Un'Goro Crater",1,-7932.49,-2139.61,-229.728
"Wailing Caverns",1,-746.207,-2213.18,15.8909
"Westfall",0,-10645.9,1179.06,49.1781
"Westfall Lighthouse",0,-11399.2,1947.85,11.1451
"Wetlands",0,-4086.36,-2610.95,47.0143
"Zul'Farrak",209,1221.82,840.746,9.97647
"Zul'Gurub",309,-11942.6,-1544.28,40.5945
"Zul'Gurub Village",0,-12332.5,-1859.81,131.321
"Alterac Mountains:    Lordamere Internment Camp",0,-74.6376,201.212,53.2755
"Alterac Mountains:    Dalaran Inside Dome",0,258,351,41.9076
"Alterac Mountains:    Dalaran Ruins",0,386.938,212.299,43.6994
"Alterac Mountains:    Uplands",0,1239.12,-286.705,42.4764
"Alterac Mountains:    Strahnbrad",0,679.813,-965.173,164.598
"Alterac Mountains:    Ruins of Alterac",0,522.608,-275.392,150.689
"Arathi Highlands:    Faldir's Cove",0,-2086.88,-2074.57,5.72927
"Arathi Highlands:    Boulderfist Hall",0,-1969.08,-2789.04,81.2105
"Arathi Highlands:    Go'Shek Farm",0,-1505.51,-3030.52,12.627
"Arathi Highlands:    Witherbark Village",0,-1763.41,-3371.67,40.609
"Arathi Highlands:    Hammerfall",0,-950.584,-3533.13,71.8318
"Arathi Highlands:    Dabyrie's Farmstead",0,-1065.89,-2905.56,42.0958
"Arathi Highlands:    Refuge Pointe",0,-1262.79,-2521.75,20.8021
"Arathi Highlands:    Northfold Manor",0,-797.235,-2068.95,33.8337
"Arathi Highlands:    Circle of West Binding",0,-863.118,-1784.72,39.6118
"Arathi Highlands:    Thoradin's Wall",0,-839.599,-1590.32,54.1962
"Arathi Highlands:    Stormgarde Keep",0,-1661.42,-1804.2,83.0723
"Arathi Highlands:    Circle of Inner Binding",0,-1529.75,-2166.7,17.3717
"Arathi Highlands:    Circle of Outer Binding",0,-1354.4,-2738.07,58.9657
"Arathi Highlands:    Circle of East Binding",0,-842.604,-3270.04,78.3588
"Badlands:     Excavatin Site",0,-6092.32,-3214.55,262.727
"Badlands:     Hamertoe's Digsite",0,-6411.58,-3409.85,241.537
"Badlands:     Camp Cosh",0,-6247.73,-3776.6,249.06
"Badlands:     Lethlor Ravine",0,-6935.86,-4092.06,285.906
"Badlands:     Camp Boff",0,-7033.94,-3669.89,245.91
"Badlands:     Agmond's End",0,-7027.81,-3330.11,241.51
"Badlands:     Camp Cagg",0,-7147.67,-2430.87,240.51
"Badlands:     Apocryphan's Rest",0,-6894.29,-2465.82,247.978
"Badlands:     Kargath Orc Outpost",0,-6675.96,-2188.29,246.152
"Badlands:     Unknown Dwarf Fortress",0,-6380.77,-3139.89,301.111
"Badlands:     Two Giant Sitting Dwarfs",0,-5829.66,-2585.59,311.971
"Blasted Lands:    Orc Outpost",0,-10859,-2663.38,7.80049
"Blasted Lands:    Altar of Storms",0,-11272.8,-2547.59,102.02
"Blasted Lands:    Dark Portal",0,-11853.6,-3197.44,-27.2186
"Blasted Lands:    Azureload Human Town",0,-11033,-3095.22,89.8189
"Burning Steppes:    Dreadmaul Rock",0,-7924.68,-2624.44,220.958
"Burning Steppes:    Giant Orc Statue",0,-8066.68,-1621.66,132.982
"Burning Steppes:    Altar of Storms",0,-7613.13,-761.492,190.807
"Burning Steppes:    Top of Blackrock Mountain",0,-7468,-1082,896
"Dun Morogh:    Dwarf Outpost",0,-5475.44,-2425.32,413.455
"Dun Morogh:    Dwarf Outpost",0,-5231.95,-2366.98,398.807
"Dun Morogh:    Helm's Bed Lake",0,-5607.39,-1984.16,396.373
"Dun Morogh:    Gol'Bolar Quarry",0,-5826.35,-1586.57,364.269
"Dun Morogh:    Kharanos",0,-5582.32,-463.982,402
"Dun Morogh:    Steelgrill's Depot",0,-5470.37,-662.312,392.674
"Dun Morogh:    Misty Pine Refuge",0,-5353.18,-1043.02,394.772
"Dun Morogh:    City of Ironforge",0,-4981.25,-881.542,501.66
"Dun Morogh:    Coldridge Valley",0,-6325.7,294.835,379.791
"Dun Morogh:    Anvilmar",0,-6110.8,388.517,395.542
"Dun Morogh:    Brewnall Village",0,-5368.81,319.498,394.123
"Dun Morogh:    Iceflow Lake",0,-5259.74,107.593,392.567
"Dun Morogh:    Gnomeregan",0,-5179.58,660.421,388.391
"Duskwood:     Brightwood Grove",0,-10649.7,-884.01,50.8196
"Duskwood:     Twilight Grove",0,-10385,-424.696,63.534
"Duskwood:     Yorgen Farmstead",0,-11105.4,-500.791,32.8518
"Duskwood:     Rotting Orchard",0,-11069.3,-927.315,63.502
"Duskwood:     Tranquil Gardens Cemetery",0,-10993.3,-1331.19,52.7805
"Duskwood:     Dark Shire",0,-10567.5,-1169.86,29.0826
"Duskwood:     Deadwind Pass",0,-10435.4,-1809.28,98.3851
"Duskwood:     Raven Hill",0,-10750.1,323.644,38.0417
"Duskwood:     Ravenhill Cemetery",0,-10316.7,342.295,59.6454
"Duskwood:     Addle's Stead",0,-10992.6,268.794,27.5101
"Duskwood:     Beggar's Haunt",0,-10359.9,-1531.75,91.5352
"Duskwood:     Medivh's Tower",0,-11078.9,-2078.53,206.878
"Eastern Plaguelands:    Ziggaraut",0,2433.31,-3782.06,185.472
"Eastern Plaguelands:    Village",0,2016.11,-4486.36,73.6226
"Eastern Plaguelands:    Ziggaraut in Mushroom Field",0,2823.83,-3727.76,124.971
"Eastern Plaguelands:    Slaughterhouse in Mushroom Field",0,3097.32,-3562.77,134.093
"Eastern Plaguelands:    Unknown City",0,3653.67,-3609.77,137.118
"Eastern Plaguelands:    Cool Temple",0,3452.83,-4992.61,196.981
"Eastern Plaguelands:    Slaughterhouse",0,2719.29,-5479.3,159.542
"Eastern Plaguelands:    Tyr's Hand",0,1612.63,-5524.9,111.148
"Elwynn Forest:    Stormwind City",0,-8913.23,554.633,93.7944
"Elwynn Forest:    Valley of Heroes",0,-8951.62,524.373,96.6275
"Elwynn Forest:    Stormwind Trade District",0,-8852.03,652.878,96.46
"Elwynn Forest:    Stormwind Canals",0,-8675.39,635.774,96.9275
"Elwynn Forest:    Stormwind Old Town",0,-8662.9,498.212,100.833
"Elwynn Forest:    Stormwind Cathedral Square",0,-8635.62,762.727,103.667
"Elwynn Forest:    Stormwind Cathedral of Light",0,-8513.49,861.197,111.039
"Elwynn Forest:    Stormwind Wizard's Sanctum",0,-9007.65,870.424,148.618
"Elwynn Forest:    Stormwind Mage Quarter",0,-8896.36,834.148,99.5207
"Elwynn Forest:    Stormwind Bank",0,-8937.08,640.4,100.645
"Elwynn Forest:    Northshire Valley",0,-9043.76,-41.5906,88.3589
"Elwynn Forest:    Northshire Vineyards",0,-9092.38,-368.684,73.6163
"Elwynn Forest:    Goldshire",0,-9443.45,59.8944,56.0704
"Elwynn Forest:    Mirror Lake",0,-9355.84,537.441,52.5171
"Elwynn Forest:    Mirror Lake Orchard",0,-9469.08,467.583,54.0913
"Elwynn Forest:    Forest's Edge",0,-9646.46,679.589,37.4136
"Elwynn Forest:    Stonefiled Farm",0,-9964.72,391.509,35.6555
"Elwynn Forest:    Maclure Vineyards",0,-9881.4,88.8972,33.3196
"Elwynn Forest:    Crystal Lake",0,-9462.99,-161.312,60.7274
"Elwynn Forest:    Brackwell Pumpkin Patch",0,-9769.82,-811.712,40.9564
"Elwynn Forest:    Eastvale Logging Camp",0,-9549,-1407.04,54.7673
"Elwynn Forest:    Hero's Vigil",0,-9136.28,-1053.89,70.624
"Elwynn Forest:    Stone Cairn Lake",0,-9325.33,-1038.92,65.3535
"Hillsbrad Foothills:    Nethander Stead",0,-898.266,-1044.33,30.3478
"Hillsbrad Foothills:    Unknown Dwarf Fortress",0,-1266.15,-1198.95,40.1765
"Hillsbrad Foothills:    Durnholde Keep",0,-489.832,-1391.35,53.3854
"Hillsbrad Foothills:    Southshore Human Harbor Town",0,-821.604,-544.654,15.0387
"Hillsbrad Foothills:    Western Strand",0,-1019.67,-359.442,5.13463
"Hillsbrad Foothills:    Eastern Strand",0,-1234.91,-943.205,8.62585
"Hillsbrad Foothills:    Hillsbrad Fields Human Town",0,-501.505,91.4121,59.0582
"Hillsbrad Foothills:    Unknown Mine",0,-870.601,233.102,9.93092
"Hillsbrad Foothills:    Tarren Mill",0,-28.1484,-899.243,56.0704
"Hinterlands:     Seradene Night Elf Portal and Giant World Tree",0,724.846,-3996.11,149.735
"Hinterlands:     Skulk Rock",0,362.039,-3796.03,153.998
"Hinterlands:     Overlook Cliffs",0,-69.8514,-4536,7.28923
"Hinterlands:     Jintha'Alor",0,-678.757,-4018.61,238.351
"Hinterlands:     Altar of Zul",0,-295.384,-3459.12,194.005
"Hinterlands:     Shadra'Alor",0,-464.208,-2837.23,110.073
"Hinterlands:     Quel'Danil Night Elf Lodge",0,266.941,-2751.41,122.544
"Hinterlands:     Zun'Watha",0,-35.7245,-2479.51,120.423
"Hinterlands:     Aerie Peak",0,327.814,-1959.99,197.724
"Loch Modan:    Thelsamar",0,-5335.61,-2982.58,332.669
"Loch Modan:    Loch Lake",0,-5201.86,-3136.59,298.761
"Loch Modan:    Wreck from Battle",0,-4939.1,-3423.74,305.595
"Loch Modan:    Mo'Grosh Stronghold",0,-4871.78,-4025.77,313.141
"Loch Modan:    Purple Night Elf Building",0,-5675.42,-4244.87,407.002
"Loch Modan:    Ironband's Excavation Site",0,-5755.53,-3998.42,330.436
"Loch Modan:    Stonewrough Dam",0,-4771.99,-3329.01,345.504
"Loch Modan:    Dun Algaz",0,-4231.86,-2361.37,204.069
"Searing Gorge:    Cauldron",0,-6892.24,-1342.38,239.913
"Searing Gorge:    Blackrock Mountain",0,-7317.34,-1072.33,277.069
"Searing Gorge:    Grimeslit Dig Site",0,-6986.92,-1705.54,241.667
"Silverpine Forest:    Ambermill",0,-126.954,815.624,66.0224
"Silverpine Forest:    Pyrewood Village",0,-416.466,1543.87,17.5941
"Silverpine Forest:    Shadowfang Keep",0,-202.557,1666.88,79.7641
"Silverpine Forest:    South Tide's Run",0,-577.865,1807.08,8.2492
"Silverpine Forest:    Greymane Wall",0,-757.376,1527.28,17.2465
"Silverpine Forest:    Behind Greymane Wall Unfinished Location",0,-987.449,1585.69,53.4298
"Silverpine Forest:    Mine",0,374.222,1083.9,106.509
"Silverpine Forest:    Sepulcher",0,507.784,1611.33,124.921
"Silverpine Forest:    Olsen's Farthing",0,134.209,1496.64,114.394
"Silverpine Forest:    Decrepit Fairy",0,675.698,974.873,34.8849
"Silverpine Forest:    Lordamere Lake",0,762.653,909.072,31.2142
"Silverpine Forest:    Fenris Isle",0,731.866,727.793,37.0975
"Silverpine Forest:    Fenris Isle Fortress Ruins",0,960.45,689.611,59.7365
"Silverpine Forest:    Dawning Isles",0,982.34,201.239,34.9509
"Silverpine Forest:    Malden's Orchard",0,1414.28,1073.22,52.4649
"Silverpine Forest:    Ivar Patch",0,1285.69,1242.33,52.6914
"Silverpine Forest:    Valgan's Field",0,964.877,1238.75,48.0979
"Silverpine Forest:    Dead Field",0,1035.91,1540.85,30.525
"Silverpine Forest:    Skittering Dark",0,1293.65,1957.71,19.5619
"Silverpine Forest:    North Tide's Run",0,873.391,1852.5,5.0548
"Swamp of Sorrows:   Misty Valley",0,-10103.4,-2431.61,28.4491
"Swamp of Sorrows:   Stonard Orc Outpost",0,-10452.5,-3263.59,20.1782
"Swamp of Sorrows:   Fallow Sanctuary Murloc Outpost",0,-9980.38,-3568.28,22.0569
"Swamp of Sorrows:   Mistyreed Strand",0,-10022.2,-4266.67,7.26064
"Swamp of Sorrows:   Pool of Tears",0,-10303.5,-3972.28,20.2882
"Swamp of Sorrows:   Sunken Temple",0,-10349.1,-3849.67,-25.6078
"Trisfal Glades:    North Coast",0,2955.79,99.8215,3.32947
"Trisfal Glades:    Ruins of Lordaeron",0,1832.44,236.426,60.4171
"Trisfal Glades:    Undercity Trade Quarter",0,1586.48,239.562,-52.149
"Trisfal Glades:    Undercity Caves",0,1614.68,643.289,37.0547
"Trisfal Glades:    Undercity War Quarter",0,1658.95,303.76,-42.6923
"Trisfal Glades:    Undercity Magic Quarter",0,1786.82,47.9279,-29.1457
"Trisfal Glades:    Undercity Rogue's Quarter",0,1466.11,49.6445,-62.2932
"Trisfal Glades:    Undercity Apothecarium",0,1410.31,430.512,-80.3588
"Western Plaguelands: Ruins of Anderhol",0,1386.47,-1518.8,72.4034
"Western Plaguelands: Sorrow Hill",0,1064.09,-1718.04,61.1348
"Western Plaguelands: Paladin Statue",0,981.477,-1821.84,80.4872
"Western Plaguelands: Gahrron's Withering",0,1738.52,-2319.93,59.5751
"Western Plaguelands: Writhing Haunt",0,1487.77,-1884.87,59.2039
"Western Plaguelands: Dalson's Tears",0,1835.04,-1568.1,59.1818
"Western Plaguelands: Felstone Field",0,1782.26,-1211.93,59.4057
"Western Plaguelands: Northridge Lumber Camp",0,2423.42,-1646.44,60.5098
"Western Plaguelands: Hearthglenn",0,2918.72,-1439.39,150.782
"Westfall: Sentinel Hill",0,-10510,1046.89,60.518
"Westfall: Moonbrook Westfall",0,-11018.4,1513.69,43.0152
"Westfall: Alexston Farmsted",0,-10644.8,1681.3,42.0338
"Westfall: Longshore",0,-10513.9,2075.23,12.1819
"Westfall: Saldean's Farm",0,-10171.8,1195.41,36.4345
"Westfall: Westfall Lighthouse",0,-11399.2,1947.85,10.1451
"Westfall: Furlbrow's Pumpkin Patch",0,-9903.53,1245.26,42.0563
"Wetlands: Unknown Big Dwarf City",0,-4053.99,-3450.62,283.383
"Wetlands: Big Broken Gates",0,-3465.16,-3727.56,64.5778
"Wetlands: Weird Flowers",0,-3256.88,-2718.36,9.41205
"Wetlands: Ironbead's Tomb",0,-2849.21,-2220.06,31.3835
"Wetlands: Baradin Bay",0,-2955,-1022.21,10.0919
"Wetlands: Menethil Bay",0,-3754.19,-1087.3,-1.71875
"Wetlands: Menethil Harbor",0,-3740.29,-755.08,10.9643
"Wetlands: Dun Modr",0,-2605.21,-2341.09,83.3551
"Wetlands: Thandol Span",0,-2336.47,-2509.82,85.2212
"Wetlands: Whelgar's Excavation Site",0,-3522.96,-1848.58,25.1502
"Ashenvale: Xavian",1,2867.03,-2595.67,219.911
"Ashenvale: Astrnaar",1,2745.85,-378.33,108.253
"Ashenvale: Night Elf Portal",1,3155,-3702,121
"Ashenvale: Master's Glaive",1,4577.61,419.307,33.7161
"Ashenvale: Kargathia Orc Outpost",1,2439.16,-3500.08,98.5954
"Ashenvale: Satyrnaar",1,2757.59,-2967.58,143.882
"Ashenvale: Moonwell",1,2454.38,-2943.27,124
"Ashenvale: Felfire Hill",1,2114.86,-2998.32,111.396
"Ashenvale: Demon Fall Canyon",1,1626.91,-3057.36,89.4942
"Ashenvale: Dor'danil Barrow Den",1,1775.1,-2679.19,111.666
"Ashenvale: Falfarren River",1,1669.74,-1714.14,97.9564
"Ashenvale: Raynewood Retreat",1,2673.51,-1859.72,188.112
"Barrens: Barrens Merchant Coast",1,-1719.08,-3824.99,12.0836
"Barrens: Barrens Field of Giants",1,-3120.86,-2327.89,93.1243
"Barrens: Bael Modan",1,-4095.7,-2305.74,124.914
"Barrens: Barrens Gnoll Outpost Inside a Giant Beast",1,-4319.38,-2110.38,80.8662
"Barrens: Barrens Great Lift",1,-4619.15,-1850.91,86.0563
"Barrens: Camp Taurajo",1,-2388.95,-1918.82,96.7422
"Barrens: Lushwater Oasis",1,-964.776,-2039.74,81.3491
"Barrens: Stagnant Oasis",1,-1330.17,-3120.07,91.6667
"Barrens: Ratchet Troll Port Outpost",1,-943.935,-3715.49,11.8385
"Barrens: Crossroads",1,-456.263,-2652.7,95.615
"Barrens: Forgotten Pools",1,110.197,-1891.39,93.5444
"Barrens: Sludge Fen",1,1059.54,-3003.53,91.6441
"Desolace: Thunder Axe Fortress",1,-439.192,1708.22,125.856
"Desolace: Sargeron",1,-242.347,764.848,98.7113
"Desolace: Kolkar Village",1,-939.787,1091.4,93.8119
"Desolace: Magram Village",1,-1754.33,967.89,92.5626
"Desolace: Mannoroc Coven",1,-1879.28,1745.49,78.8892
"Desolace: Gelkis Village",1,-2222.47,2522.4,68.4424
"Desolace: Valley of Spears",1,-1482.87,2855.86,112.854
"Desolace: Sar'Theris Strand",1,-592.792,2592.84,15.467
"Desolace: Kodo Graveyard",1,-1305.19,1837.56,55.731
"Desolace: Ghost Walker Post",1,-1156.34,1894.49,86.2854
"Felwood: Three Frozen Ancients",1,6200,-1035,387
"Felwood: Zoram's Stand",1,3652.24,928.308,7.01517
"Feralas: Feralas Island Night Elf City",1,-4358.88,3241,12.3636
"Feralas: Feralas",1,-2871.76,1885.29,52.6501
"Feralas: Feralas Ruins",1,-2858.35,2611.48,58.3777
"Feralas: Feralas Coast",1,-4522.22,2038.54,50.1436
"Feralas: Big Feralas Ruins",1,-5566.04,1449.82,20.1135
"Feralas: Tauren Village",1,-4369.68,242.294,25.4133
"Feralas: Thalanaar",1,-4517.1,-780.415,-40.736
"Durotar: Echo Isles",1,-1124.19,-5535.02,8.62076
"Durotar: Valley of Trials Bindpoint",1,-636.469,-4243.52,38.1339
"Durotar: Sen'Jin Village",1,-844.586,-4924.29,20.8708
"Durotar: Kolkar Crag",1,-1028.63,-4599.8,25.5756
"Durotar: Tiragarde Keep",1,-250.245,-5070.41,22.5875
"Durotar: Scuttle Coast",1,242.548,-5151.46,1.60441
"Durotar: Razorhill",1,304.762,-4734.97,9.30458
"Durotar: Southfury River",1,114.769,-3758.95,17.8907
"Durotar: Thunder Ridge",1,925.127,-4038.29,-13.338
"Durotar: Orgimmar",1,1484.36,-4417.03,24.4709
"Durotar: Bladefist Bay",1,1525.73,-4968.13,17.1397
"Durotar: Deadeye Shore",1,918.715,-5115.69,2.85835
"Dustwallow Marsh: Shady Rest Inn",1,-3719.26,-2530.63,69.58
"Dustwallow Marsh: Lost Point",1,-3922.24,-2839.21,44.6212
"Dustwallow Marsh: Den of Flame",1,-4336.82,-3018.67,33.1744
"Dustwallow Marsh: Dragonmurk",1,-4197.56,-2873.76,44.6771
"Dustwallow Marsh: Stonemaul Ruins",1,-4354.46,-3275.34,46.0475
"Dustwallow Marsh: Beezil's Zepellins Wreck",1,-4006.19,-3777.83,40.6804
"Dustwallow Marsh: Brackenwall Orc Village",1,-3129.38,-2864.51,34.8711
"Dustwallow Marsh: North Point Tower",1,-2855.96,-3422.66,36.7473
"Dustwallow Marsh: Sentry Point",1,-3459.39,-4130.3,16.3786
"Dustwallow Marsh: Dreadmurk Shore",1,-3012.72,-4345.51,6.83608
"Mulgore: Bloodhoof Tauren Village",1,-2321.74,-378.941,-9.40597
"Mulgore: Tauren Camp Narache",1,-2905.3,-253.768,56.0612
"Mulgore: Brambleblade Ravine",1,-2933.37,-963.993,58.2343
"Mulgore: Red Cloud Mesa",1,-2928.26,-46.1054,188.892
"Mulgore: Bael'Dun Digside",1,-1897.98,400.675,134.787
"Mulgore: Wildmane Water Well",1,-758.744,-149.474,-27.712
"Mulgore: Red Rocks",1,-1008.68,-1115.72,46.046
"Mulgore: Mulgore Mine",1,-1915.66,-1107.44,87.572
"South Kalimdor: Tanaris",1,-6942.47,-4847.1,0.667853
"South Kalimdor: Un'Goro Crater",1,-7434.56,-1983.21,-270.149
"Stonetalon Mountains: Stonetalon Mountains",1,-239.089,-809.973,8.78944
"Stonetalon Mountains: Greatwood Vale",1,-87.9634,-565.775,-12.1339
"Stonetalon Mountains: Sunrock Retreat",1,-191.661,-301.87,12.2698
"Stonetalon Mountains: Windshear Crag",1,1160.25,51.3229,1.072
"Stonetalon Mountains: Cragpool Lake",1,1618.33,161.796,133.084
"Stonetalon Mountains: Stonetalon Peak",1,2506.3,1470.14,262.722
"Stonetalon Mountains: Charred Vale",1,821.99,1599.07,-21.1896
"Thousand Needles: Freewood Post",1,-5437.4,-2437.47,89.3083
"Thousand Needles: Screeching Canyon",1,-5467.33,-1633.45,29.4245
"Thousand Needles: Highperch",1,-5000.46,-940.209,-5.58816
"Teldrassil: Dolanaar",1,9892.57,982.424,1313.83
"Teldrassil: Lake Al'Ameth",1,9477.19,1005.74,1249.01
"Teldrassil: Gnarlpine Hold",1,9114.65,1846.06,1327.5
"Teldrassil: Pools of Arilthrien",1,9561.33,1743,1291.91
"Teldrassil: Darnassus",1,9948.55,2413.59,1327.23
"Teldrassil: Shadowglen",1,10699.8,738.73,1325.881
"Teldrassil: Aldrassil",1,10455.7,798.455,1346.75
"Outlands - Netherstorm",530,2342,2642,27
"Outlands - Blade's Edge Mountains",530,1114,7091,123
"Outlands - North Sea - Eversong Woods",530,8481,-5565,1
"Outlands - Silvermoon City",530,9851,-7500,-4
"Outlands - Azuremyst Isle",530,-4020.4766,-13783.334,73.9001
"Outlands - Ghostlands",530,7880,-6193,21
"Outlands - Zangarmarsh",530,1587,8607,-33
"Outlands - Nagrand",530,-526,8440,47
"Outlands - Bloodmyst Isle",530,-2721.6763,-12208.9297,9.0882
"Outlands - Terokkar Forest entrance",530,-1177,5336,30
"Outlands - Shadowmoon Valley",530,-2848,3190,8
"Outlands - Top of Black Temple",530,-3579,-23,275
"Outlands - Netherstorm",530,2280.6804,2520.7498,115.2777
"Instances - Karazhan",532,-11109.36,-2002.97,49.9
"Instances - Top of Karazhan",532,-11061.4326,-1957.616,273.2524
"Instances - Black Morass",269,1116.7,-323.5,68.5
"Instances - Nagrand P V P Arena",559,4156.1919,2827.0188,51.1325
"Instances - Blade's Edge Arena",562,6400,256,0
"Instances - Old Hyjal",560,2000,100,500
"Instances - Black Temple",564,943,750,310
"Instances - Tempest Keep",550,0,0,0
"Instances - Inside Dalaran Bubble",0,269,359,45
"Secret Locations: Winterspring Ice World",1,7503.31,-4388.79,725.559
"Secret Locations: Hyjal",1,4674.88,-3638.37,965.264
"Secret Locations: Hyjal Plains Unifinished Location",1,5300.18,-2292.83,944.186
"Secret Locations: Hyjal Cool Ancient Statue",1,4491.35,-3201.77,1026.57
"Secret Locations: Mountains in Flat Lands (Quel'thalas?)",0,3602.47,-1142.69,1.03249e-07
"Secret Locations: Halls of Stone - Portal",599,1153,805,199
"Secret Locations: Halls of Stone - Strange Globe",599,993,431,222
"Secret Locations: Halls of Stone - Glowing Pit",599,941,667,197
"Secret Locations: Halls of Stone Stone Giants",599,1046,722,202
"Secret Locations: Halls of Stone - Endless Pit",599,912,352,204
"Secret Locations: Azjol-Nerub",601,553,250,224
"Secret Locations: Utgarde Keep",574,352,118,31
"Secret Locations: Utgarde Keep (Outside Instance Clone)",574,1814,1846,200
"Secret Locations: Drak'Tharon Keep",600,158,-431,154
"Secret Locations: Nexus Level 80 - Inside Dalaran Bubble",578,845,710,217
"Secret Locations: Nexus Level 70 - Maelstrom",576,638,-198,-15
"Secret Locations: Nexus Level 70 - Matrix Style Room",576,504,86,-16
"Secret Locations: Nexus Level 70 - Crystal Forest",576,349,-184,-14
"Secret Locations: Nexus Level 70 - Dragons Room",576,248,-6,-11
"Secret Locations: Howling Fjord - burning Trees",571,1047,-3835,162
"Secret Locations: Naxxramas?",571,3453,-1395,105
"Secret Locations: Zul'Drak",571,5172,-1667,248
"Secret Locations: Sholazar Basin",571,6152,5128,-92
"Secret Locations: Unfinished Dalaran?",571,5781,785,763
"Secret Locations: Halls Of Lightning",602,1605,398,98
"Secret Locations: Halls Of Lightning - Planets",602,1561,92,77
"Secret Locations: Co T: Old Stratholme",595,1967,1287,146
"Secret Locations: Naxxramas",571,3453,-1395,105
"Alterac Valley    ",189,269.190918,-211.791336,19.200991
"Alterac Valley    ",30,628.529663,-207.670395,39.052345
"Arathi Basin    ",529,1181.62,1183.39,-45.329
"Arathi Highlands    ",0,-907.86499,-3534.23999,83.787804
"Ashenvale    ",1,3469.429932,847.619995,5.36476
"Azshara    ",1,2717.1,-5968.91,106.4
"Azshara    ",1,4260.72998,-6273.640137,90.228897
"Barrens    ",1,90.100304,-1943.439941,79.472702
"Barrens Field of Giants    ",1,-3120.86,-2327.89,93.1243
"Barrens Gnoll Outpost    ",1,-4319.38,-2110.38,80.8662
"Barrens Merchant Coast    ",1,-1719.08,-3824.99,12.0836
"Barrens Great Lift    ",1,-4619.15,-1850.91,86.0563
"Barrens Merchant Coast    ",1,-1719.08,-3824.99,12.0836
"Big Feralas Ruins    ",1,-5566.04,1449.82,20.1135
